time	iter	pos_score_train	neg_score_train	pos_score_test	neg_score_test	average_loss	train_auc	dist_threshold	val_auc	val_precision	val_recall	test_auc	test_precision	test_recall	isSaved
26/05/2021 00:26:34	0	7.581246107816696	12.679658234119415	2.455880880355835	2.9489693641662598	9998.0	0.765625	2.795973777770996	0.6704248852138228	0.606473594548552	0.6234676007005254	0.7016421457673155	0.6047326906222612	0.7340425531914894	True
26/05/2021 00:28:58	1000	4.685606845617294	14.508480084508658	2.219463348388672	3.9200663566589355	10.157371520996094	0.951172375	2.924300193786621	0.9635628647930782	0.8142235123367199	0.9824868651488616	0.9506077410593028	0.8428571428571429	0.9414893617021277	True
26/05/2021 00:31:04	2000	4.622111929833889	15.667920588314534	2.2762718200683594	3.9519779682159424	9.091902732849121	0.9717385781250001	2.966177463531494	0.9718655015780224	0.8239644970414202	0.9754816112084063	0.941216613852422	0.8317399617590823	0.925531914893617	True
26/05/2021 00:33:11	3000	4.492782494649291	16.178835359692574	2.1934814453125	3.91015362739563	7.981133937835693	0.9818628125	2.947044849395752	0.9744295962777688	0.8310911808669657	0.9737302977232924	0.9493469895880489	0.8213627992633518	0.948936170212766	True
26/05/2021 00:35:18	4000	4.303030320286751	17.11970807942748	2.2550554275512695	3.847703695297241	7.538978576660156	0.98544384375	2.9867475032806396	0.9746044209163878	0.8636363636363636	0.9649737302977233	0.9394952467179718	0.8325312800769971	0.9202127659574468	True
26/05/2021 00:37:24	5000	4.2893052723556755	17.182123369038106	2.3313040733337402	4.088628768920898	7.356314182281494	0.9880752812500001	3.059455633163452	0.9663263209228288	0.8216939078751857	0.968476357267951	0.9434789497510185	0.8409311348205626	0.9223404255319149	False
26/05/2021 00:39:29	6000	4.233523080766201	17.357285342544316	2.255033254623413	4.2121357917785645	7.145469665527344	0.9897060156249999	3.087639808654785	0.9736996267340611	0.834575260804769	0.9807355516637478	0.9559240606609325	0.8455672068636797	0.9436170212765957	False
26/05/2021 00:41:34	7000	4.166912871822714	17.436689115405084	2.2592742443084717	4.084688663482666	7.0053887367248535	0.9907415	3.0160980224609375	0.9738928539662189	0.8348348348348348	0.9737302977232924	0.9505070167496604	0.8426640926640927	0.9287234042553192	False
26/05/2021 00:43:38	8000	4.057070653676987	17.272333355292677	2.249521493911743	4.063754558563232	6.70257043838501	0.991574234375	3.0010643005371094	0.9776439159492212	0.8458015267175573	0.9702276707530648	0.9517688999547307	0.8454810495626822	0.925531914893617	True
26/05/2021 00:45:45	9000	4.0054781736433505	18.220213598519564	2.238572120666504	4.063397407531738	6.440027713775635	0.9938047421874999	3.0440311431884766	0.9809778524786761	0.8577981651376146	0.9824868651488616	0.9534676324128566	0.8448438978240302	0.95	True
26/05/2021 00:47:51	10000	3.9246964192688467	18.16799183166027	2.378150463104248	4.349924087524414	6.34824800491333	0.9941488437500001	3.1990537643432617	0.9676850457457804	0.8014388489208633	0.9754816112084063	0.9425950656405613	0.8275862068965517	0.9191489361702128	False
26/05/2021 00:49:56	11000	3.8604697315469383	19.005026692301033	2.331855058670044	4.319005012512207	6.20170783996582	0.99463459375	3.160757541656494	0.978226664744618	0.8540706605222734	0.9737302977232924	0.9520569262109553	0.846079380445305	0.9297872340425531	False
26/05/2021 00:52:00	12000	3.8359464531689884	18.847733218580483	2.331613063812256	4.345347881317139	6.056994915008545	0.995038796875	3.1826438903808594	0.9767667256572026	0.8416289592760181	0.9772329246935202	0.9478361249434133	0.8265786993402451	0.9329787234042554	False
26/05/2021 00:54:05	13000	3.7264074080884457	19.506672643989326	2.322817087173462	4.275198459625244	5.879010200500488	0.996307078125	3.1477160453796387	0.9750062108753194	0.8343373493975904	0.9702276707530648	0.9534472612041648	0.8361581920903954	0.9446808510638298	False
26/05/2021 00:56:09	14000	3.835853001773357	18.529167185306548	2.262641668319702	4.195192813873291	6.485558032989502	0.9939478828124999	3.0837149620056152	0.9708901641204634	0.8366111951588502	0.968476357267951	0.9620246717971933	0.8796019900497513	0.9404255319148936	False
26/05/2021 00:58:14	15000	3.639968283444643	19.36638567110896	2.2746410369873047	4.210886001586914	5.687012672424316	0.9964287656249999	3.0964133739471436	0.9755950938685626	0.8515625	0.9544658493870403	0.9540391579900408	0.8440191387559809	0.9382978723404255	False
26/05/2021 01:00:18	16000	3.611721688643098	19.516006081014872	2.2776107788085938	4.403364181518555	5.640301704406738	0.99680978125	3.177978038787842	0.9808336988292883	0.8484848484848485	0.9807355516637478	0.9594443186962427	0.8555023923444977	0.951063829787234	False
